# ABRIK Speed Comparison Benchmark
# Precision: double
# Input matrix: /home/mymel/data/ABRIK_benchmark/input_matrices/2000x2000_rank_2000/ABRIK_test_mat6.txt
# Input size: 2000 x 2000
# Target rank: 10
# Krylov block sizes: 16, 32, 
# Matmul counts: 2, 4, 8, 16, 32, 64, 
# RSVD p values: 0, 1, 2, 4, 8, 16, 32, 64, 
# Runs per configuration: 5
# Tolerance: 4.94851e-14
# Run GESDD: no
# Residual metric: sqrt(||S^{-1}AV - U||^2_F + ||(A'U)S^{-1} - V||^2_F)
# Timings in microseconds
algorithm, b_sz, num_matmuls, p, target_rank, error, duration_us
RSVD, 0, 0, 64, 10, 0.029981, 80965
RSVD, 0, 0, 64, 10, 0.029981, 88535
RSVD, 0, 0, 64, 10, 0.029981, 77072
RSVD, 0, 0, 64, 10, 0.029981, 86986
RSVD, 0, 0, 64, 10, 0.029981, 85528
SVDS, 0, 0, 0, 10, 8.67373e-15, 295373
SVDS, 0, 0, 0, 10, 8.67373e-15, 301531
SVDS, 0, 0, 0, 10, 8.67373e-15, 288506
SVDS, 0, 0, 0, 10, 8.67373e-15, 299068
SVDS, 0, 0, 0, 10, 8.67373e-15, 292732
